"Date","Loss"
2016-08-05,1.399229
2016-08-07,1.147704
2016-08-13,1.238234
2016-08-15,1.759884
2016-08-16,1.542912
2016-08-16,2.121504
2016-08-17,1.542912
2016-08-18,1.253616
2016-08-18,1.92864
2016-08-22,1.330762
2016-08-28,1.92864
2016-08-30,1.108968
2016-09-02,2.025072
2016-09-03,8.678881
2016-09-07,2.217936
2016-09-07,1.301832
2016-09-08,1.123897
2016-09-09,1.72758
2016-09-09,1.374156
2016-09-10,1.006958
2016-09-12,8.100289
2016-09-13,1.002893
2016-09-13,1.171649
2016-09-16,10.27001
2016-09-17,1.271395
2016-09-17,2.89296
2016-09-18,3.345232
2016-09-20,1.060752
2016-09-20,2.89296
2016-09-22,1.121504
2016-09-24,1.697203
2016-09-24,1.71649
2016-09-25,1.102411
2016-09-26,17.068467
2016-09-27,2.603664
2016-09-28,1.253616
2016-09-28,3.567985
2016-09-30,1.494696
2016-10-03,1.639344
2016-10-03,1.722276
2016-10-03,2.351013
2016-10-03,1.68756
2016-10-03,1.470588
2016-10-06,2.314368
2016-10-06,1.253616
2016-10-07,1.144429
2016-10-11,1.2054
2016-10-15,2.6027
2016-10-16,2.941794
2016-10-17,2.181292
2016-10-19,1.44648
2016-10-23,4.821601
2016-10-26,3.837994
2016-10-26,1.350048
2016-10-28,1.542912
2016-10-28,1.157184
2016-10-29,1.92864
2016-10-30,2.242044
2016-10-30,1.263259
2016-10-30,1.012536
2016-10-31,1.92864
2016-11-03,1.137898
2016-11-03,1.037608
2016-11-04,1.253616
2016-11-06,2.18756
2016-11-07,4.767295
2016-11-08,1.542912
2016-11-09,1.060752
2016-11-10,2.75217
2016-11-24,3.182257
2016-11-24,1.44648
2016-11-26,1.92864
2016-11-29,1.591128
2016-12-01,3.085824
2016-12-02,4.098361
2016-12-03,1.880424
2016-12-04,2.4108
2016-12-04,1.012536
2016-12-05,1.92864
2016-12-07,1.060752
2016-12-12,1.639344
2016-12-13,1.128255
2016-12-13,1.44648
2016-12-14,1.44648
2016-12-18,2.89296
2016-12-18,1.388621
2016-12-21,1.639344
2016-12-22,2.022179
2016-12-23,1.705159
2016-12-24,1.051109
2016-12-25,17.743491
2016-12-27,1.157184
2016-12-28,3.857281
2016-12-29,1.705159
2016-12-29,1.350048
2016-12-30,5.496625
2017-01-01,1.023191
2017-01-01,1.304267
2017-01-02,1.06679
2017-01-05,1.808905
2017-01-07,3.246753
2017-01-08,1.41744
2017-01-09,2.490724
2017-01-09,1.011132
2017-01-09,2.971243
2017-01-10,3.004638
2017-01-11,1.420223
2017-01-11,2.233766
2017-01-11,1.397959
2017-01-11,2.319109
2017-01-11,2.852505
2017-01-12,1.994434
2017-01-12,1.742115
2017-01-13,1.646568
2017-01-14,2.973098
2017-01-14,1.113173
2017-01-16,1.48423
2017-01-17,1.113173
2017-01-18,1.149351
2017-01-19,3.184601
2017-01-19,2.226345
2017-01-19,3.896104
2017-01-21,1.437848
2017-01-21,2.368275
2017-01-22,1.021336
2017-01-22,1.020408
2017-01-24,2.736549
2017-01-24,23.283859
2017-01-25,1.391466
2017-01-25,1.391466
2017-01-26,2.040816
2017-01-26,1.020408
2017-01-30,2.153061
2017-02-02,1.06679
2017-02-06,1.391466
2017-02-06,1.459184
2017-02-09,4.990724
2017-02-09,1.057514
2017-02-10,4.128015
2017-02-11,1.076994
2017-02-12,1.502783
2017-02-13,1.021336
2017-02-15,4.5
2017-02-16,3.107607
2017-02-18,2.254174
2017-02-19,1.757885
2017-02-21,1.398887
2017-02-22,1.252319
2017-02-25,4.498145
2017-02-27,2.411874
2017-03-02,2.105751
2017-03-02,3.188312
2017-03-05,3.684601
2017-03-07,1.576994
2017-03-08,1.651206
2017-03-08,2.523191
2017-03-11,1.669759
2017-03-12,1.904453
2017-03-20,1.855288
2017-03-22,1.623377
2017-03-26,1.855288
2017-03-28,2.319109
2017-03-29,1.437848
2017-03-30,3.038033
2017-03-30,1.256957
2017-04-01,1.244898
2017-04-01,3.896104
2017-04-02,1.113173
2017-04-04,1.280148
2017-04-05,6.586271
2017-04-06,1.085343
2017-04-06,1.606679
2017-04-07,1.298701
2017-04-09,1.762523
2017-04-13,1.113173
2017-04-17,1.250464
2017-04-17,1.235622
2017-04-18,1.113173
2017-04-24,4.823748
2017-04-24,2.425788
2017-04-25,3.147495
2017-04-26,1.618738
2017-04-27,1.521336
2017-04-28,1.855288
2017-04-29,7.142857
2017-04-30,1.217069
2017-05-02,1.113173
2017-05-04,1.576994
2017-05-06,1.623377
2017-05-06,1.762523
2017-05-13,1.391466
2017-05-14,1.159555
2017-05-14,11.131725
2017-05-16,1.113173
2017-05-22,1.855288
2017-05-23,1.669759
2017-05-23,12.523191
2017-05-24,2.040816
2017-05-28,5.751391
2017-05-28,5.565863
2017-05-29,5.751391
2017-05-30,1.113173
2017-06-01,4.174397
2017-06-03,8.812616
2017-06-03,3.780148
2017-06-05,32.467532
2017-06-06,2.087199
2017-06-08,3.293135
2017-06-08,3.339518
2017-06-10,1.390538
2017-06-11,1.623377
2017-06-13,4.45269
2017-06-14,1.053803
2017-06-16,1.391466
2017-06-24,1.391466
2017-06-25,1.669759
2017-06-25,1.690167
2017-07-01,1.317254
2017-07-06,4.406308
2017-07-06,1.391466
2017-07-06,2.133581
2017-07-08,1.205937
2017-07-12,1.363636
2017-07-15,2.397959
2017-07-17,3.246753
2017-07-19,1.069573
2017-07-28,2.875696
2017-07-30,1.020408
2017-07-30,1.113173
2017-08-04,1.816327
2017-08-06,1.356215
2017-08-07,1.48423
2017-08-07,2.782931
2017-08-11,1.6141
2017-08-17,29.037106
2017-08-18,18.552876
2017-08-22,2.504638
2017-08-24,3.061224
2017-08-25,1.164193
2017-09-02,1.113173
2017-09-06,1.363636
2017-09-09,1.076067
2017-09-12,1.512059
2017-09-15,1.847866
2017-09-15,16.883117
2017-09-16,1.391466
2017-09-18,1.90167
2017-09-18,1.44898
2017-09-19,1.768089
2017-09-19,1.020408
2017-09-21,1.579777
2017-09-22,1.205937
2017-09-24,1.516698
2017-09-24,1.020408
2017-09-24,1.855288
2017-09-27,1.205937
2017-09-28,1.020408
2017-09-30,1.22449
2017-10-03,1.004638
2017-10-03,7.792208
2017-10-03,1.349722
2017-10-05,27.829314
2017-10-05,4.174397
2017-10-06,5.899814
2017-10-08,1.006494
2017-10-11,1.507421
2017-10-11,1.205937
2017-10-12,1.113173
2017-10-12,12.059369
2017-10-14,2.319109
2017-10-16,3.339518
2017-10-17,1.159555
2017-10-18,2.372913
2017-10-19,1.096475
2017-10-20,1.104824
2017-10-22,1.252319
2017-10-24,3.650278
2017-10-25,1.391466
2017-10-26,1.298701
2017-10-27,6.307978
2017-10-30,9.461967
2017-10-30,2.875696
2017-10-31,1.683673
2017-11-01,3.481447
2017-11-01,7.606679
2017-11-03,1.391466
2017-11-05,3.896104
2017-11-06,1.125232
2017-11-07,11.595547
2017-11-08,3.076994
2017-11-11,2.115028
2017-11-14,1.855288
2017-11-15,1.756957
2017-11-16,1.48423
2017-11-18,3.061224
2017-11-21,1.576994
2017-11-29,1.734694
2017-12-02,1.762523
2017-12-02,1.289425
2017-12-06,1.46846
2017-12-07,5.194805
2017-12-07,1.948052
2017-12-09,4.118738
2017-12-09,4.962894
2017-12-12,5.102041
2017-12-12,1.345083
2017-12-12,1.075139
2017-12-13,7.101113
2017-12-13,2.070501
2017-12-14,2.411874
2017-12-14,1.237477
2017-12-16,2.040816
2017-12-17,1.298701
2017-12-17,2.894249
2017-12-17,1.06679
2017-12-19,1.391466
2017-12-19,1.530612
2017-12-20,1.048237
2017-12-23,1.178108
2017-12-29,1.345083
2017-12-30,2.040816
2017-12-31,1.669759
2018-01-01,1.618456
2018-01-01,1.027507
2018-01-03,16.415262
2018-01-04,1.508429
2018-01-08,1.685892
2018-01-10,1.330967
2018-01-15,2.30701
2018-01-19,1.920142
2018-01-20,3.771074
2018-01-21,1.153505
2018-01-22,5.094055
2018-01-23,2.956522
2018-01-23,1.79858
2018-01-23,1.552795
2018-01-25,1.330967
2018-01-26,1.887311
2018-01-29,1.774623
2018-01-30,1.330967
2018-02-01,6.015972
2018-02-06,3.261757
2018-02-09,1.166815
2018-02-10,2.520852
2018-02-11,1.2937
2018-02-14,18.424135
2018-02-17,1.064774
2018-02-19,1.955634
2018-02-19,2.040816
2018-02-21,7.985803
2018-02-22,3.496894
2018-03-02,1.853594
2018-03-03,1.552795
2018-03-07,1.267081
2018-03-08,2.129547
2018-03-09,2.7063
2018-03-12,1.552795
2018-03-12,1.330967
2018-03-14,1.467613
2018-03-14,2.30701
2018-03-18,1.90772
2018-03-19,1.242236
2018-03-21,1.21118
2018-03-24,1.996451
2018-03-25,38.154392
2018-04-06,2.129547
2018-04-09,2.484472
2018-04-12,1.690328
2018-04-13,1.76575
2018-04-14,1.538598
2018-04-14,1.685892
2018-04-16,1.242236
2018-04-19,1.330967
2018-04-20,1.982254
2018-04-20,1.863354
2018-04-23,1.885537
2018-04-24,5.210293
2018-04-24,1.153505
2018-04-24,1.78882
2018-04-26,5.767524
2018-04-26,1.330967
2018-04-26,6.832298
2018-04-29,1.362023
2018-04-29,3.549246
2018-04-30,1.375333
2018-04-30,2.30701
2018-05-08,2.661934
2018-05-08,7.542147
2018-05-09,5.681455
2018-05-09,9.228039
2018-05-11,1.080745
2018-05-11,1.612245
2018-05-12,1.242236
2018-05-12,1.356699
2018-05-12,1.508429
2018-05-13,2.30701
2018-05-15,1.375333
2018-05-16,1.552795
2018-05-17,27.338066
2018-05-19,1.237799
2018-05-23,1.192547
2018-05-25,1.277728
2018-05-26,1.330967
2018-05-26,7.542147
2018-05-27,2.223602
2018-05-27,1.153505
2018-05-29,1.787933
2018-05-29,1.437445
2018-05-29,6.140195
2018-05-30,1.616681
2018-05-31,2.094055
2018-05-31,11.801242
2018-06-01,2.972493
2018-06-03,1.952085
2018-06-03,2.488021
2018-06-05,3.992902
2018-06-05,2.222715
2018-06-05,25.288376
2018-06-06,2.440106
2018-06-06,3.726708
2018-06-06,3.75244
2018-06-10,1.641526
2018-06-13,1.242236
2018-06-15,1.242236
2018-06-16,4.436557
2018-06-21,1.064774
2018-06-21,1.19787
2018-06-24,2.395741
2018-06-24,10.204082
2018-06-29,1.774623
2018-06-29,2.320319
2018-06-29,2.30701
2018-07-01,1.087844
2018-07-01,1.142857
2018-07-01,1.153505
2018-07-01,1.866903
2018-07-02,2.484472
2018-07-04,2.573203
2018-07-05,1.121562
2018-07-06,5.989352
2018-07-08,2.509317
2018-07-09,1.328305
2018-07-12,1.045253
2018-07-14,1.387755
2018-07-16,1.153505
2018-07-18,1.286602
2018-07-18,1.047028
2018-07-19,4.61402
2018-07-19,20.452529
2018-07-19,2.218279
2018-07-20,5.323869
2018-07-26,1.216504
2018-07-30,7.098492
2018-08-08,1.330967
2018-08-09,1.774623
2018-08-10,3.012422
2018-08-12,47.019521
2018-08-15,1.100266
2018-08-18,2.309672
2018-08-21,1.145519
2018-08-21,1.37622
2018-08-22,1.142857
2018-08-24,2.896185
2018-08-24,1.774623
2018-08-29,1.354037
2018-09-01,24.578527
2018-09-04,2.261757
2018-09-05,4.436557
2018-09-05,1.348713
2018-09-06,15.882875
2018-09-06,1.020408
2018-09-08,1.262644
2018-09-08,2.661934
2018-09-09,1.051464
2018-09-11,1.952085
2018-09-14,1.357587
2018-09-17,1.641526
2018-09-18,7.542147
2018-09-19,2.218279
2018-09-19,5.501331
2018-09-20,2.21118
2018-09-22,1.477374
2018-09-27,1.641526
2018-09-27,1.020408
2018-10-01,3.283052
2018-10-04,25.95386
2018-10-04,1.064774
2018-10-08,4.081633
2018-10-08,2.288376
2018-10-17,1.100266
2018-10-20,2.838509
2018-10-20,3.194321
2018-10-23,1.597161
2018-10-28,1.774623
2018-10-29,1.721384
2018-11-02,2.333629
2018-11-03,4.494232
2018-11-05,8.873114
2018-11-05,2.676131
2018-11-07,1.147294
2018-11-07,1.330967
2018-11-10,1.508429
2018-11-11,1.242236
2018-11-14,1.109139
2018-11-18,6.21118
2018-11-19,1.730257
2018-11-19,1.153505
2018-11-20,1.055901
2018-11-21,1.879326
2018-11-23,1.401952
2018-11-26,1.419698
2018-11-27,2.715173
2018-12-02,4.081633
2018-12-02,1.75244
2018-12-05,1.088731
2018-12-06,3.549246
2018-12-06,1.283052
2018-12-08,2.173913
2018-12-09,2.839397
2018-12-12,3.371783
2018-12-12,1.330967
2018-12-14,4.61402
2018-12-15,10.8252
2018-12-16,5.767524
2018-12-17,1.109139
2018-12-17,31.055901
2018-12-18,3.10559
2018-12-18,1.330967
2018-12-25,1.685892
2018-12-26,3.992902
2019-01-02,1.840813
2019-01-03,1.282811
2019-01-05,5.376799
2019-01-09,1.361558
2019-01-11,1.058425
2019-01-11,1.003387
2019-01-14,2.96359
2019-01-15,1.270957
2019-01-15,1.905165
2019-01-17,4.2337
2019-01-17,1.947502
2019-01-19,2.911092
2019-01-20,24.555461
2019-01-21,1.227773
2019-01-24,1.219306
2019-01-24,3.268417
2019-01-26,4.826418
2019-01-26,1.65961
2019-01-29,1.214225
2019-01-31,1.016088
2019-02-02,1.523285
2019-02-02,2.684166
2019-02-05,1.562235
2019-02-06,1.121084
2019-02-13,1.014395
2019-02-14,42.091448
2019-02-14,1.69348
2019-02-14,1.640135
2019-02-15,1.947502
2019-02-15,4.65707
2019-02-15,1.058425
2019-02-18,1.116003
2019-02-22,1.524132
2019-02-23,1.392041
2019-02-27,1.227773
2019-03-04,14.394581
2019-03-06,1.130398
2019-03-07,1.744285
2019-03-07,1.947502
2019-03-08,1.185436
2019-03-14,2.565622
2019-03-16,1.14818
2019-03-17,2.176122
2019-03-19,1.331075
2019-03-23,20.863675
2019-03-23,1.894157
2019-03-23,2.11685
2019-03-24,1.651143
2019-03-27,1.058425
2019-03-27,9.229467
2019-04-01,1.143099
2019-04-03,5.92718
2019-04-04,1.198137
2019-04-05,1.774767
2019-04-06,1.875529
2019-04-09,5.664691
2019-04-12,1.100762
2019-04-14,4.149026
2019-04-16,1.283658
2019-04-17,1.058425
2019-04-19,2.201524
2019-04-20,1.289585
2019-04-21,1.354784
2019-04-23,4.416596
2019-04-24,1.27011
2019-04-26,14.394581
2019-04-28,2.686706
2019-04-28,1.69348
2019-04-28,1.624047
2019-04-30,3.38696
2019-05-02,4.064352
2019-05-03,1.301439
2019-05-04,1.27011
2019-05-06,1.553768
2019-05-06,1.476715
2019-05-07,1.18967
2019-05-11,1.016088
2019-05-11,10.137172
2019-05-13,2.662997
2019-05-13,1.045724
2019-05-15,3.81033
2019-05-18,1.27011
2019-05-19,1.69348
2019-05-21,1.481795
2019-05-22,1.524132
2019-05-23,2.96359
2019-05-24,1.181202
2019-05-24,1.565622
2019-05-24,3.048264
2019-05-25,3.337849
2019-05-25,1.45724
2019-05-26,1.016088
2019-05-29,4.301439
2019-06-02,2.032176
2019-06-04,4.022015
2019-06-05,1.121931
2019-06-08,1.879763
2019-06-11,2.201524
2019-06-11,1.27011
2019-06-12,1.734124
2019-06-13,1.168501
2019-06-13,6.77392
2019-06-16,1.176969
2019-06-17,4.500423
2019-06-17,2.213378
2019-06-21,1.016088
2019-06-21,1.862828
2019-06-23,2.201524
2019-06-27,1.219306
2019-06-27,5.715495
2019-06-28,6.435224
2019-06-28,5.50381
2019-06-28,2.54022
2019-06-28,5.08044
2019-06-29,5.08044
2019-07-03,2.032176
2019-07-05,4.091448
2019-07-06,1.901778
2019-07-08,4.826418
2019-07-10,2.132091
2019-07-10,1.569856
2019-07-13,1.253175
2019-07-18,1.27011
2019-07-18,3.099069
2019-07-18,1.910246
2019-07-20,1.295512
2019-07-22,2.54022
2019-07-23,2.487722
2019-07-24,2.286198
2019-07-24,1.405588
2019-07-25,1.102456
2019-07-26,1.016088
2019-07-28,3.852667
2019-07-28,12.801863
2019-07-28,1.608806
2019-07-30,1.524132
2019-07-31,1.972904
2019-08-02,1.27011
2019-08-03,1.784928
2019-08-04,16.088061
2019-08-04,1.439458
2019-08-04,152.413209
2019-08-05,1.439458
2019-08-05,3.130398
2019-08-07,6.287045
2019-08-08,2.777307
2019-08-09,1.033023
2019-08-10,1.016088
2019-08-11,14.013548
2019-08-18,1.27011
2019-08-22,1.215072
2019-08-23,8.367485
2019-08-23,1.058425
2019-08-23,1.117697
2019-08-24,3.81033
2019-08-25,1.100762
2019-08-26,1.520745
2019-08-27,1.487722
2019-08-27,3.38696
2019-08-28,4.65707
2019-08-28,2.277731
2019-08-29,1.04149
2019-08-30,1.176969
2019-08-30,1.524132
2019-08-31,1.288738
2019-09-04,1.27011
2019-09-04,3.77392
2019-09-09,1.198137
2019-09-10,2.352244
2019-09-11,1.066892
2019-09-11,1.066892
2019-09-11,9.398815
2019-09-11,1.27011
2019-09-14,5.770533
2019-09-14,1.049958
2019-09-14,1.536833
2019-09-16,1.083827
2019-09-18,1.879763
2019-09-21,1.278577
2019-09-22,1.354784
2019-09-24,3.979678
2019-09-25,5.249788
2019-09-25,1.565622
2019-09-25,12.701101
2019-09-26,4.572396
2019-09-27,2.921253
2019-09-28,1.778154
2019-09-29,1.524132
2019-09-29,11.685013
2019-10-01,2.11685
2019-10-02,1.733277
2019-10-02,2.54022
2019-10-07,1.176122
2019-10-20,6.011854
2019-10-22,32.387807
2019-10-23,10.584251
2019-10-24,1.642676
2019-10-24,3.38696
2019-10-26,1.016088
2019-11-10,4.868755
2019-11-11,1.528366
2019-11-12,1.100762
2019-11-13,1.079594
2019-11-13,1.69348
2019-11-14,18.628281
2019-11-15,1.731583
2019-11-16,3.81033
2019-11-16,1.100762
2019-11-19,1.837426
2019-11-20,1.016088
2019-11-29,4.65707
2019-11-29,1.314987
2019-11-30,1.524132
2019-12-03,2.286198
2019-12-03,1.016088
2019-12-05,1.88569
2019-12-06,1.3116
2019-12-06,1.227773
2019-12-08,1.100762
2019-12-09,3.38696
2019-12-13,1.634208
2019-12-14,1.013548
2019-12-15,1.726503
2019-12-18,3.81033
2019-12-18,2.456393
2019-12-19,2.686706
2019-12-20,1.003387
2019-12-22,1.015241
2019-12-25,1.862828
2019-12-29,1.083827
2019-12-30,2.11685
2019-12-30,4.149026
2019-12-31,1.016088
2019-12-31,1.016088
2019-12-31,1.176969
2020-01-01,1.877063
2020-01-06,1.268152
2020-01-08,1.356436
2020-01-10,7.425743
2020-01-12,1.134488
2020-01-13,1.329208
2020-01-17,1.287129
2020-01-19,1.565182
2020-01-20,1.072607
2020-01-20,2.310231
2020-01-24,1.094059
2020-01-25,2.617162
2020-01-26,1.990099
2020-01-26,1.987624
2020-01-30,1.155941
2020-01-31,3.378713
2020-02-05,1.216997
2020-02-07,1.95132
2020-02-08,4.125413
2020-02-09,1.40264
2020-02-09,1.026403
2020-02-11,1.707921
2020-02-12,1.237624
2020-02-12,3.30033
2020-02-18,1.278878
2020-02-19,2.981023
2020-02-20,4.075908
2020-02-22,3.712871
2020-02-26,1.237624
2020-02-27,1.031353
2020-02-27,1.45462
2020-03-07,1.689769
2020-03-10,2.367987
2020-03-11,3.465347
2020-03-12,1.237624
2020-03-15,1.064356
2020-03-17,1.423267
2020-03-19,1.485149
2020-03-20,2.475248
2020-03-22,1.736799
2020-03-23,10.99835
2020-03-25,1.084983
2020-03-27,1.155116
2020-03-28,1.258251
2020-03-29,1.89769
2020-04-02,1.006601
2020-04-02,1.108911
2020-04-02,1.031353
2020-04-03,1.320132
2020-04-03,1.90264
2020-04-04,8.250825
2020-04-07,1.094884
2020-04-08,2.887789
2020-04-08,2.302805
2020-04-09,1.735974
2020-04-11,3.217822
2020-04-13,1.084983
2020-04-18,1.485149
2020-04-18,2.499175
2020-04-18,4.867987
2020-04-20,1.105611
2020-04-25,12.376238
2020-04-25,1.7467
2020-04-30,3.589109
2020-05-01,1.021452
2020-05-02,3.465347
2020-05-03,4.537954
2020-05-03,5.19802
2020-05-04,2.675743
2020-05-07,1.275578
2020-05-07,1.650165
2020-05-09,3.30033
2020-05-09,1.320132
2020-05-17,1.485149
2020-05-18,2.533003
2020-05-18,3.855611
2020-05-22,1.208746
2020-05-25,1.290429
2020-05-25,2.805281
2020-05-25,1.265677
2020-05-26,5.612211
2020-05-27,1.443894
2020-05-30,2.10396
2020-06-03,2.475248
2020-06-04,1.815182
2020-06-06,1.49505
2020-06-06,2.042904
2020-06-07,1.070957
2020-06-07,1.237624
2020-06-11,2.062706
2020-06-14,1.017327
2020-06-15,1.650165
2020-06-15,15.284653
2020-06-15,2.293729
2020-06-16,1.072607
2020-06-18,4.537954
2020-06-27,1.237624
2020-07-01,10.184818
2020-07-01,1.664191
2020-07-05,2.310231
2020-07-05,6.372937
2020-07-09,1.410891
2020-07-10,1.114686
2020-07-10,1.870462
2020-07-13,2.062706
2020-07-15,1.068482
2020-07-15,1.670792
2020-07-15,1.318482
2020-07-16,1.115512
2020-07-17,2.062706
2020-07-18,1.072607
2020-07-19,4.290429
2020-07-20,2.982673
2020-07-20,1.021452
2020-07-21,8.085809
2020-07-21,3.176568
2020-07-22,1.65429
2020-07-23,1.265677
2020-07-23,1.081683
2020-07-23,1.084158
2020-07-24,2.805281
2020-07-24,2.163366
2020-07-27,1.278878
2020-07-28,1.320957
2020-07-28,1.339109
2020-07-28,1.483498
2020-07-28,1.822607
2020-07-29,6.200495
2020-07-31,13.20132
2020-08-02,4.314356
2020-08-04,2.407591
2020-08-06,1.364686
2020-08-10,1.005776
2020-08-11,2.145215
2020-08-13,1.901815
2020-08-13,1.461221
2020-08-14,20.826733
2020-08-14,5.940594
2020-08-14,2.722772
2020-08-14,2.762376
2020-08-15,1.027228
2020-08-17,1.141914
2020-08-18,1.64604
2020-08-19,1.770627
2020-08-20,4.125413
2020-08-21,1.980198
2020-08-22,1.320132
2020-08-22,1.006601
2020-08-22,8.250825
2020-08-26,1.113861
2020-08-29,1.650165
2020-08-29,1.266502
2020-08-30,1.55363
2020-08-30,4.084158
2020-08-31,1.448845
2020-09-08,14.851485
2020-09-11,1.596535
2020-09-15,3.877888
2020-09-19,2.021452
2020-09-20,1.650165
2020-09-27,1.010726
2020-09-27,1.485149
2020-09-30,1.278878
2020-10-01,1.023102
2020-10-01,4.70297
2020-10-02,3.135314
2020-10-03,1.864686
2020-10-03,2.037954
2020-10-04,2.145215
2020-10-04,1.155116
2020-10-07,1.056106
2020-10-08,144.657591
2020-10-10,28.630363
2020-10-12,19.265677
2020-10-12,5.528053
2020-10-15,1.542904
2020-10-16,4.620462
2020-10-19,1.072607
2020-10-19,3.712871
2020-10-23,1.014026
2020-10-29,1.113861
2020-11-07,2.339934
2020-11-10,1.938944
2020-11-11,1.237624
2020-11-13,3.052805
2020-11-13,1.409241
2020-11-15,2.55363
2020-11-23,5.775578
2020-11-27,1.134488
2020-11-29,3.407591
2020-11-29,1.072607
2020-11-30,1.167492
2020-11-30,1.072607
2020-12-04,1.270627
2020-12-05,1.472772
2020-12-06,1.036304
2020-12-07,1.650165
2020-12-08,1.678218
2020-12-09,2.640264
2020-12-09,1.601485
2020-12-10,17.739274
2020-12-14,4.372937
2020-12-15,1.361386
2020-12-16,1.183993
2020-12-17,2.970297
2020-12-19,1.023102
2020-12-20,1.130363
2020-12-21,3.011551
2020-12-21,1.40264
2020-12-22,2.322607
2020-12-23,1.115512
2020-12-23,1.691419
2020-12-24,1.237624
2020-12-27,1.114686
2020-12-30,1.40264
2020-12-30,4.867987
2020-12-30,1.072607
2020-12-31,4.125413
